N,Time
1105,0.004000186920166016
1106,0.005087375640869141
1107,0.004003763198852539
1108,0.00400996208190918
1109,0.005002260208129883
1110,0.0040035247802734375
1111,0.005001068115234375
1112,0.0049550533294677734
1113,0.003999948501586914
1114,0.0040798187255859375
1115,0.004105567932128906
1116,0.0040073394775390625
1117,0.00400233268737793
1118,0.003617525100708008
1119,0.003999948501586914
1120,0.003999948501586914
1121,0.004000663757324219
1122,0.003999471664428711
1123,0.0039997100830078125
1124,0.004091978073120117
1125,0.004010677337646484
1126,0.0039098262786865234
1127,0.0039997100830078125
1128,0.0039997100830078125
1129,0.005000591278076172
1130,0.004089832305908203
1131,0.00413060188293457
1132,0.004264116287231445
1133,0.0040013790130615234
1134,0.004999876022338867
1135,0.004437923431396484
1136,0.0036470890045166016
1137,0.003999948501586914
1138,0.004101276397705078
1139,0.0045702457427978516
1140,0.004215240478515625
1141,0.0042018890380859375
1142,0.004189252853393555
1143,0.004103422164916992
1144,0.0055010318756103516
1145,0.004034519195556641
1146,0.003999948501586914
1147,0.003999948501586914
1148,0.004377126693725586
1149,0.004270792007446289
1150,0.004093170166015625
1151,0.00400090217590332
1152,0.0039997100830078125
1153,0.004999876022338867
1154,0.003505229949951172
1155,0.004000186920166016
1156,0.003999948501586914
1157,0.0039997100830078125
1158,0.0039997100830078125
1159,0.004999876022338867
1160,0.003993034362792969
1161,0.005000591278076172
1162,0.004046916961669922
1163,0.005002260208129883
1164,0.004914999008178711
1165,0.003999948501586914
1166,0.0049991607666015625
1167,0.004999876022338867
1168,0.005040407180786133
1169,0.003916740417480469
1170,0.005000114440917969
1171,0.0050885677337646484
1172,0.0046825408935546875
1173,0.00400090217590332
1174,0.0040056705474853516
1175,0.0039997100830078125
1176,0.004000425338745117
1177,0.00500035285949707
1178,0.004541158676147461
1179,0.003998994827270508
1180,0.00500035285949707
1181,0.0045702457427978516
1182,0.004440784454345703
1183,0.0057179927825927734
1184,0.004490852355957031
1185,0.004573345184326172
1186,0.005174875259399414
1187,0.00412750244140625
1188,0.0039997100830078125
1189,0.0049169063568115234
1190,0.004547595977783203
1191,0.004209756851196289
1192,0.004015922546386719
1193,0.004088878631591797
1194,0.004998207092285156
1195,0.0039975643157958984
1196,0.0049991607666015625
1197,0.003922462463378906
1198,0.0049991607666015625
1199,0.005000114440917969
1200,0.004047870635986328
1201,0.004999399185180664
1202,0.005964994430541992
1203,0.0050907135009765625
1204,0.005010128021240234
1205,0.005082368850708008
1206,0.0045049190521240234
1207,0.004999876022338867
1208,0.003977775573730469
1209,0.004000186920166016
1210,0.0049991607666015625
1211,0.004999876022338867
1212,0.005576372146606445
1213,0.0050048828125
1214,0.005095005035400391
1215,0.0039942264556884766
1216,0.003998994827270508
1217,0.005085468292236328
1218,0.003994464874267578
1219,0.005012035369873047
1220,0.004987001419067383
1221,0.004004955291748047
1222,0.004908561706542969
1223,0.004506826400756836
1224,0.004000186920166016
1225,0.00508427619934082
1226,0.004997968673706055
1227,0.003999233245849609
1228,0.004914283752441406
1229,0.003999948501586914
1230,0.004000186920166016
1231,0.005000114440917969
1232,0.004999876022338867
1233,0.003999948501586914
1234,0.0049991607666015625
1235,0.003999948501586914
1236,0.004000186920166016
1237,0.004522562026977539
1238,0.004416465759277344
1239,0.005652666091918945
1240,0.004663944244384766
1241,0.004311800003051758
1242,0.005807638168334961
1243,0.004999876022338867
1244,0.005127668380737305
1245,0.004477024078369141
1246,0.004565715789794922
1247,0.004137754440307617
1248,0.0050013065338134766
1249,0.004468679428100586
1250,0.004467010498046875
1251,0.004449605941772461
1252,0.0049991607666015625
1253,0.004999876022338867
1254,0.0043637752532958984
1255,0.0047414302825927734
1256,0.004437685012817383
1257,0.0057621002197265625
1258,0.004469394683837891
1259,0.0045928955078125
1260,0.004425048828125
1261,0.004544734954833984
1262,0.003999948501586914
1263,0.003999948501586914
1264,0.0050008296966552734
1265,0.004999876022338867
1266,0.005000114440917969
1267,0.004999637603759766
1268,0.004999876022338867
1269,0.005078792572021484
1270,0.005000591278076172
1271,0.00500035285949707
1272,0.00482630729675293
1273,0.0055882930755615234
1274,0.004548549652099609
1275,0.0053937435150146484
1276,0.004456043243408203
1277,0.00421595573425293
1278,0.004089832305908203
1279,0.0042798519134521484
1280,0.003999471664428711
1281,0.004999876022338867
1282,0.004999876022338867
1283,0.005999565124511719
1284,0.005000114440917969
1285,0.006000041961669922
1286,0.0050013065338134766
1287,0.004999637603759766
1288,0.005505561828613281
1289,0.005549430847167969
1290,0.0040433406829833984
1291,0.004126787185668945
1292,0.0041027069091796875
1293,0.004520893096923828
1294,0.004036903381347656
1295,0.004175424575805664
1296,0.00510859489440918
1297,0.005271434783935547
1298,0.005024909973144531
1299,0.005299568176269531
1300,0.005095243453979492
1301,0.004691123962402344
1302,0.004000186920166016
1303,0.003999948501586914
1304,0.005011796951293945
1305,0.0049991607666015625
1306,0.005000591278076172
1307,0.005041599273681641
1308,0.004915952682495117
1309,0.005007028579711914
1310,0.004999637603759766
1311,0.005084037780761719
1312,0.005005836486816406
1313,0.004977226257324219
1314,0.003913164138793945
1315,0.00500035285949707
1316,0.004999876022338867
1317,0.005001068115234375
1318,0.005000114440917969
1319,0.00508427619934082
1320,0.005003929138183594
1321,0.004906177520751953
1322,0.004999876022338867
1323,0.005000114440917969
1324,0.00500035285949707
1325,0.004102945327758789
1326,0.004921436309814453
1327,0.0060863494873046875
1328,0.005002737045288086
1329,0.005911588668823242
1330,0.005106210708618164
1331,0.0049991607666015625
1332,0.005002260208129883
1333,0.005095005035400391
1334,0.005001544952392578
1335,0.004709482192993164
1336,0.005000114440917969
1337,0.005003929138183594
1338,0.0050029754638671875
1339,0.005004405975341797
1340,0.0049970149993896484
1341,0.005016326904296875
1342,0.005037546157836914
1343,0.005004405975341797
1344,0.005016326904296875
1345,0.0056498050689697266
1346,0.004999876022338867
1347,0.0046634674072265625
1348,0.005752086639404297
1349,0.005251169204711914
1350,0.005753993988037109
1351,0.005251407623291016
1352,0.004171609878540039
1353,0.0044574737548828125
1354,0.0054645538330078125
1355,0.004999399185180664
1356,0.004999876022338867
1357,0.006000518798828125
1358,0.005059242248535156
1359,0.0051441192626953125
1360,0.005469560623168945
1361,0.005583286285400391
1362,0.005411624908447266
1363,0.005001068115234375
1364,0.004999876022338867
1365,0.0058519840240478516
1366,0.004999876022338867
1367,0.004999637603759766
1368,0.005296468734741211
1369,0.005105733871459961
1370,0.004918098449707031
1371,0.0050008296966552734
1372,0.006009340286254883
1373,0.00504755973815918
1374,0.003999471664428711
1375,0.005091428756713867
1376,0.005997180938720703
1377,0.005998373031616211
1378,0.0051157474517822266
1379,0.005003452301025391
1380,0.005742311477661133
1381,0.004999876022338867
1382,0.005090475082397461
1383,0.0049190521240234375
1384,0.004999876022338867
1385,0.0049991607666015625
1386,0.004999399185180664
1387,0.00500035285949707
1388,0.006000995635986328
1389,0.00508427619934082
1390,0.005002498626708984
1391,0.004996061325073242
1392,0.0050084590911865234
1393,0.006117343902587891
1394,0.006010770797729492
1395,0.005708932876586914
1396,0.006003856658935547
1397,0.004911661148071289
1398,0.006089210510253906
1399,0.004998207092285156
1400,0.0045239925384521484
1401,0.004999876022338867
1402,0.004899263381958008
1403,0.004409074783325195
1404,0.0055789947509765625
1405,0.005807638168334961
1406,0.005442380905151367
1407,0.00476837158203125
1408,0.0055425167083740234
1409,0.005427837371826172
1410,0.005506753921508789
1411,0.00599980354309082
1412,0.00575709342956543
1413,0.0056040287017822266
1414,0.00527644157409668
1415,0.00600743293762207
1416,0.00591588020324707
1417,0.005094051361083984
1418,0.005000591278076172
1419,0.005003213882446289
1420,0.0060007572174072266
1421,0.0050008296966552734
1422,0.005008220672607422
1423,0.006081104278564453
1424,0.0059146881103515625
1425,0.005095481872558594
1426,0.0059931278228759766
1427,0.0059893131256103516
1428,0.005998134613037109
1429,0.004999637603759766
1430,0.005000114440917969
1431,0.005094289779663086
1432,0.005910158157348633
1433,0.004999876022338867
1434,0.005911827087402344
1435,0.005000591278076172
1436,0.005999565124511719
1437,0.006513118743896484
1438,0.005385637283325195
1439,0.005078792572021484
1440,0.005356788635253906
1441,0.0047473907470703125
1442,0.0054891109466552734
1443,0.0055577754974365234
1444,0.005141496658325195
1445,0.004999399185180664
1446,0.006089925765991211
1447,0.005998373031616211
1448,0.005267620086669922
1449,0.004996776580810547
1450,0.005999565124511719
1451,0.0050907135009765625
1452,0.005989551544189453
1453,0.006200313568115234
1454,0.006083965301513672
1455,0.006002664566040039
1456,0.006001710891723633
1457,0.005144834518432617
1458,0.004435062408447266
1459,0.004607439041137695
1460,0.0055294036865234375
1461,0.0045282840728759766
1462,0.005231618881225586
1463,0.004999876022338867
1464,0.00629425048828125
1465,0.006000041961669922
1466,0.005792140960693359
1467,0.006191730499267578
1468,0.004406929016113281
1469,0.0049130916595458984
1470,0.005012989044189453
1471,0.005000114440917969
1472,0.005999326705932617
1473,0.0051116943359375
1474,0.006150245666503906
1475,0.00599980354309082
1476,0.005000114440917969
1477,0.00599980354309082
1478,0.00599980354309082
1479,0.006000995635986328
1480,0.006000041961669922
1481,0.005869865417480469
1482,0.005111217498779297
1483,0.005897998809814453
1484,0.005124330520629883
1485,0.005385637283325195
1486,0.00518035888671875
1487,0.006043195724487305
1488,0.005637168884277344
1489,0.005999088287353516
1490,0.006000041961669922
1491,0.005998849868774414
1492,0.006000041961669922
1493,0.006001472473144531
1494,0.0056078433990478516
1495,0.0055043697357177734
1496,0.007358551025390625
1497,0.006594419479370117
1498,0.0069997310638427734
1499,0.006000041961669922
1500,0.005252361297607422
1501,0.00520777702331543
1502,0.005274772644042969
1503,0.005118370056152344
1504,0.006311178207397461
1505,0.005105495452880859
1506,0.0054798126220703125
1507,0.005316019058227539
1508,0.005229949951171875
1509,0.005709648132324219
1510,0.004999876022338867
1511,0.005918264389038086
1512,0.005987405776977539
1513,0.0070002079010009766
1514,0.0049877166748046875
1515,0.005933523178100586
1516,0.006181478500366211
1517,0.00599980354309082
1518,0.00571894645690918
1519,0.0044782161712646484
1520,0.005074977874755859
1521,0.005001068115234375
1522,0.005536556243896484
1523,0.00483393669128418
1524,0.005570888519287109
1525,0.006266117095947266
1526,0.006745815277099609
1527,0.00647735595703125
1528,0.00500035285949707
1529,0.005171060562133789
1530,0.004999876022338867
1531,0.005137443542480469
1532,0.005571126937866211
1533,0.0056917667388916016
1534,0.005699872970581055
1535,0.006002187728881836
1536,0.006000041961669922
1537,0.005950212478637695
1538,0.005538463592529297
1539,0.006036043167114258
1540,0.004999876022338867
1541,0.0063664913177490234
1542,0.00599980354309082
1543,0.006081342697143555
1544,0.00599980354309082
1545,0.006446123123168945
1546,0.006000041961669922
1547,0.006629467010498047
1548,0.005397796630859375
1549,0.005000114440917969
1550,0.005858421325683594
1551,0.00612640380859375
1552,0.00607752799987793
1553,0.006000041961669922
1554,0.0069122314453125
1555,0.005999088287353516
1556,0.0060901641845703125
1557,0.004998922348022461
1558,0.005086421966552734
1559,0.004999637603759766
1560,0.005910396575927734
1561,0.00500178337097168
1562,0.006011009216308594
1563,0.004999399185180664
1564,0.006589412689208984
1565,0.005999565124511719
1566,0.005000114440917969
1567,0.00500178337097168
1568,0.004998922348022461
1569,0.00691533088684082
1570,0.006002664566040039
1571,0.007000923156738281
1572,0.00500798225402832
1573,0.006000518798828125
1574,0.005916118621826172
1575,0.005002260208129883
1576,0.006081104278564453
1577,0.005728960037231445
1578,0.005904197692871094
1579,0.005999326705932617
1580,0.006000518798828125
1581,0.005998849868774414
1582,0.005999326705932617
1583,0.0060002803802490234
1584,0.006000041961669922
1585,0.006000995635986328
1586,0.005999326705932617
1587,0.006535768508911133
1588,0.00599980354309082
1589,0.006000041961669922
1590,0.006665468215942383
1591,0.005559682846069336
1592,0.006559133529663086
1593,0.005518913269042969
1594,0.005559444427490234
1595,0.00599980354309082
1596,0.00638127326965332
1597,0.005833864212036133
1598,0.006342649459838867
1599,0.006055355072021484
1600,0.006291627883911133
1601,0.0055828094482421875
1602,0.006018161773681641
1603,0.006001472473144531
1604,0.00599980354309082
1605,0.0069997310638427734
1606,0.0070002079010009766
1607,0.0069997310638427734
1608,0.006396055221557617
1609,0.006001710891723633
1610,0.006912708282470703
1611,0.005915164947509766
1612,0.0060100555419921875
1613,0.005908489227294922
1614,0.006182193756103516
1615,0.006915092468261719
1616,0.006505489349365234
1617,0.006000041961669922
1618,0.00500035285949707
1619,0.0060100555419921875
1620,0.0059032440185546875
1621,0.00500035285949707
1622,0.005781412124633789
1623,0.005999326705932617
1624,0.0054056644439697266
1625,0.006891727447509766
1626,0.007526397705078125
1627,0.00600123405456543
1628,0.006494760513305664
1629,0.006505250930786133
1630,0.006140947341918945
1631,0.0071563720703125
1632,0.007198333740234375
1633,0.0062770843505859375
1634,0.0064313411712646484
1635,0.0060007572174072266
1636,0.0060002803802490234
1637,0.005995512008666992
1638,0.005911588668823242
1639,0.005999565124511719
1640,0.006086587905883789
1641,0.0069942474365234375
1642,0.0067212581634521484
1643,0.0060007572174072266
1644,0.0059087276458740234
1645,0.006089448928833008
1646,0.00708770751953125
1647,0.005995988845825195
1648,0.006012439727783203
1649,0.005998849868774414
1650,0.005999565124511719
1651,0.006000041961669922
1652,0.0070002079010009766
1653,0.0060002803802490234
1654,0.00650477409362793
1655,0.00599980354309082
1656,0.005644559860229492
1657,0.006884098052978516
1658,0.0065119266510009766
1659,0.0060002803802490234
1660,0.0069997310638427734
1661,0.0066754817962646484
1662,0.006627082824707031
1663,0.005999326705932617
1664,0.00701141357421875
1665,0.007100105285644531
1666,0.0060062408447265625
1667,0.006691694259643555
1668,0.0069158077239990234
1669,0.005999565124511719
1670,0.007001638412475586
1671,0.006040811538696289
1672,0.00700068473815918
1673,0.007009983062744141
1674,0.005998373031616211
1675,0.0060040950775146484
1676,0.006989717483520508
1677,0.007094860076904297
1678,0.007908105850219727
1679,0.006704568862915039
1680,0.0059947967529296875
1681,0.007001638412475586
1682,0.006915092468261719
1683,0.0060024261474609375
1684,0.007005929946899414
1685,0.006999492645263672
1686,0.006005287170410156
1687,0.0060079097747802734
1688,0.006993293762207031
1689,0.00610804557800293
1690,0.007005453109741211
1691,0.0072479248046875
1692,0.0069997310638427734
1693,0.0060007572174072266
1694,0.005998849868774414
1695,0.0070037841796875
1696,0.007011890411376953
1697,0.005997896194458008
1698,0.005990266799926758
1699,0.006003379821777344
1700,0.006008625030517578
1701,0.007911920547485352
1702,0.005995273590087891
1703,0.005803346633911133
1704,0.006007194519042969
1705,0.0070078372955322266
1706,0.007028341293334961
1707,0.006985664367675781
1708,0.007019996643066406
1709,0.005990743637084961
1710,0.006002902984619141
1711,0.005996227264404297
1712,0.007010698318481445
1713,0.00611567497253418
1714,0.006008148193359375
1715,0.005707740783691406
1716,0.007002115249633789
1717,0.005997419357299805
1718,0.007916450500488281
1719,0.006615877151489258
1720,0.0069065093994140625
1721,0.0070002079010009766
1722,0.006001472473144531
1723,0.007000446319580078
1724,0.0069997310638427734
1725,0.006001472473144531
1726,0.006999969482421875
1727,0.006749391555786133
1728,0.006159305572509766
1729,0.007113218307495117
1730,0.006000041961669922
1731,0.0070667266845703125
1732,0.00775146484375
1733,0.006010293960571289
1734,0.006258487701416016
1735,0.006250858306884766
1736,0.006216287612915039
1737,0.006300687789916992
1738,0.006151914596557617
1739,0.006505250930786133
1740,0.006999969482421875
1741,0.0069997310638427734
1742,0.006999969482421875
1743,0.006999969482421875
1744,0.0076105594635009766
1745,0.006186962127685547
1746,0.006701946258544922
1747,0.006293535232543945
1748,0.006227970123291016
1749,0.007001161575317383
1750,0.007096529006958008
1751,0.006606340408325195
1752,0.0069997310638427734
1753,0.0070002079010009766
1754,0.006083488464355469
1755,0.005998373031616211
1756,0.006000041961669922
1757,0.0070650577545166016
1758,0.006091117858886719
1759,0.005994319915771484
1760,0.006993293762207031
1761,0.007102012634277344
1762,0.006087303161621094
1763,0.006696939468383789
1764,0.0069997310638427734
1765,0.005999565124511719
1766,0.006914615631103516
1767,0.007002830505371094
1768,0.006915569305419922
1769,0.0069997310638427734
1770,0.0060842037200927734
1771,0.006916522979736328
1772,0.007004499435424805
1773,0.007008075714111328
1774,0.0069122314453125
1775,0.0070858001708984375
1776,0.006088733673095703
1777,0.006909847259521484
1778,0.006994485855102539
1779,0.0070002079010009766
1780,0.006000041961669922
1781,0.0069162845611572266
1782,0.005998849868774414
1783,0.007000446319580078
1784,0.0067598819732666016
1785,0.006491184234619141
1786,0.006046295166015625
1787,0.006373167037963867
1788,0.00599980354309082
1789,0.006852149963378906
1790,0.005533695220947266
1791,0.006000041961669922
1792,0.0070002079010009766
1793,0.007024049758911133
1794,0.0069653987884521484
1795,0.006667375564575195
1796,0.006022930145263672
1797,0.006774425506591797
1798,0.007337331771850586
1799,0.0070095062255859375
1800,0.006996631622314453
1801,0.00608372688293457
1802,0.007002353668212891
1803,0.006999969482421875
1804,0.006999969482421875
1805,0.007000446319580078
1806,0.007055044174194336
1807,0.007090568542480469
1808,0.0070116519927978516
1809,0.005999326705932617
1810,0.006000995635986328
1811,0.006999492645263672
1812,0.00800013542175293
1813,0.006998777389526367
1814,0.006918430328369141
1815,0.007001161575317383
1816,0.00704646110534668
1817,0.0060024261474609375
1818,0.006908416748046875
1819,0.006395578384399414
1820,0.0070917606353759766
1821,0.0075075626373291016
1822,0.0070002079010009766
1823,0.0070836544036865234
1824,0.006922006607055664
1825,0.006085395812988281
1826,0.00691533088684082
1827,0.0069997310638427734
1828,0.006916999816894531
1829,0.006910562515258789
1830,0.006997346878051758
1831,0.006899833679199219
1832,0.006590843200683594
1833,0.006993770599365234
1834,0.006999969482421875
1835,0.006915092468261719
1836,0.0069980621337890625
1837,0.006105661392211914
1838,0.0070002079010009766
1839,0.006085872650146484
1840,0.006998777389526367
1841,0.006999969482421875
1842,0.0070037841796875
1843,0.007092714309692383
1844,0.007096529006958008
1845,0.00700068473815918
1846,0.00693058967590332
1847,0.006983041763305664
1848,0.006998538970947266
1849,0.006999969482421875
1850,0.006999492645263672
1851,0.006916046142578125
1852,0.0070002079010009766
1853,0.006174802780151367
1854,0.00709223747253418
1855,0.0066106319427490234
1856,0.00699925422668457
1857,0.006999015808105469
1858,0.006907224655151367
1859,0.006999969482421875
1860,0.006999492645263672
1861,0.006176948547363281
1862,0.006911516189575195
1863,0.0069997310638427734
1864,0.0069963932037353516
1865,0.007013797760009766
1866,0.006700038909912109
1867,0.0069997310638427734
1868,0.006997823715209961
1869,0.006916999816894531
1870,0.00709080696105957
1871,0.0070116519927978516
1872,0.0069997310638427734
1873,0.006999969482421875
1874,0.008000373840332031
1875,0.006997346878051758
1876,0.00701141357421875
1877,0.0060465335845947266
1878,0.0069980621337890625
1879,0.005995035171508789
1880,0.006915569305419922
1881,0.007999897003173828
1882,0.007087230682373047
1883,0.006914615631103516
1884,0.0070874691009521484
1885,0.0069122314453125
1886,0.006999492645263672
1887,0.006919384002685547
1888,0.0070874691009521484
1889,0.0075092315673828125
1890,0.006919384002685547
1891,0.0070421695709228516
1892,0.007193326950073242
1893,0.00708460807800293
1894,0.006914377212524414
1895,0.006999969482421875
1896,0.0069997310638427734
1897,0.007999897003173828
1898,0.007001638412475586
1899,0.007085561752319336
1900,0.0077130794525146484
1901,0.008084297180175781
1902,0.006958484649658203
1903,0.007002830505371094
1904,0.0069119930267333984
1905,0.0069997310638427734
1906,0.007086992263793945
1907,0.006999969482421875
1908,0.007088661193847656
1909,0.007098197937011719
1910,0.0070002079010009766
1911,0.0075953006744384766
1912,0.006000041961669922
1913,0.008001089096069336
1914,0.006999969482421875
1915,0.0070149898529052734
1916,0.007000446319580078
1917,0.006921529769897461
1918,0.0070836544036865234
1919,0.006999492645263672
1920,0.007001161575317383
1921,0.0069997310638427734
1922,0.0073108673095703125
1923,0.007764339447021484
1924,0.006691455841064453
1925,0.008726835250854492
1926,0.007675886154174805
1927,0.006387948989868164
1928,0.00691533088684082
1929,0.0070002079010009766
1930,0.007088184356689453
1931,0.007000446319580078
1932,0.007909297943115234
1933,0.007505655288696289
1934,0.0069997310638427734
1935,0.006999015808105469
1936,0.0069997310638427734
1937,0.008084535598754883
1938,0.006999492645263672
1939,0.007001399993896484
1940,0.007002592086791992
1941,0.00708460807800293
1942,0.007004261016845703
1943,0.006993770599365234
1944,0.006701946258544922
1945,0.007006168365478516
1946,0.006911277770996094
1947,0.0069997310638427734
1948,0.00800013542175293
1949,0.006999969482421875
1950,0.00800013542175293
1951,0.007362842559814453
1952,0.006717205047607422
1953,0.0063934326171875
1954,0.007091999053955078
1955,0.0072972774505615234
1956,0.007000446319580078
1957,0.007997989654541016
1958,0.007001161575317383
1959,0.007001638412475586
1960,0.0075643062591552734
1961,0.0075855255126953125
1962,0.006681203842163086
1963,0.006826639175415039
1964,0.007323265075683594
1965,0.0075037479400634766
1966,0.007010221481323242
1967,0.006906747817993164
1968,0.00800013542175293
1969,0.007999658584594727
1970,0.006999969482421875
1971,0.007632017135620117
1972,0.0070269107818603516
1973,0.007807016372680664
1974,0.006694793701171875
1975,0.007847070693969727
1976,0.008644580841064453
1977,0.008095741271972656
1978,0.006798982620239258
1979,0.007452726364135742
1980,0.0074536800384521484
1981,0.00800180435180664
1982,0.007999897003173828
1983,0.008000850677490234
1984,0.006998777389526367
1985,0.007002115249633789
1986,0.007019996643066406
1987,0.007000923156738281
1988,0.007999897003173828
1989,0.008083820343017578
1990,0.0069081783294677734
1991,0.006914854049682617
1992,0.006491422653198242
1993,0.006999492645263672
1994,0.00800013542175293
1995,0.006649017333984375
1996,0.0073511600494384766
1997,0.007505893707275391
1998,0.00811910629272461
1999,0.008380413055419922
2000,0.00800180435180664
2001,0.008090734481811523
2002,0.0070002079010009766
2003,0.0070002079010009766
2004,0.007086515426635742
2005,0.006993293762207031
2006,0.0070972442626953125
2007,0.008000373840332031
2008,0.0080108642578125
2009,0.00790858268737793
2010,0.0070858001708984375
2011,0.008190155029296875
2012,0.007010936737060547
2013,0.008000373840332031
2014,0.007910966873168945
2015,0.008999824523925781
2016,0.008003711700439453
2017,0.008999347686767578
2018,0.008090734481811523
2019,0.006956577301025391
2020,0.007920503616333008
2021,0.007790327072143555
2022,0.006992816925048828
2023,0.00800323486328125
2024,0.007777214050292969
2025,0.008872747421264648
2026,0.007779836654663086
2027,0.007949590682983398
2028,0.008624792098999023
2029,0.007000446319580078
2030,0.007084846496582031
2031,0.00799703598022461
2032,0.007997512817382812
2033,0.006989479064941406
2034,0.007998228073120117
2035,0.008004188537597656
2036,0.008107185363769531
2037,0.008000850677490234
2038,0.007611513137817383
2039,0.006997585296630859
2040,0.006911039352416992
2041,0.00708460807800293
2042,0.008046388626098633
2043,0.008006095886230469
2044,0.007999897003173828
2045,0.008089303970336914
2046,0.008000612258911133
2047,0.007937908172607422
2048,0.00842142105102539
2049,0.006901264190673828
2050,0.00791025161743164
2051,0.008084535598754883
2052,0.007910966873168945
2053,0.007999897003173828
2054,0.0070002079010009766
2055,0.0070002079010009766
2056,0.007930755615234375
2057,0.007775783538818359
2058,0.008317232131958008
2059,0.007823467254638672
2060,0.00808858871459961
2061,0.006999015808105469
2062,0.007916688919067383
2063,0.008000373840332031
2064,0.008001089096069336
2065,0.007910013198852539
2066,0.006999969482421875
2067,0.00808858871459961
2068,0.007605791091918945
2069,0.007998466491699219
2070,0.007998466491699219
2071,0.007211923599243164
2072,0.008899688720703125
2073,0.009002447128295898
2074,0.007917404174804688
2075,0.007089376449584961
2076,0.007992267608642578
2077,0.008007287979125977
2078,0.009507417678833008
2079,0.009000062942504883
2080,0.008003711700439453
2081,0.007912397384643555
2082,0.00799870491027832
2083,0.008085012435913086
2084,0.007999897003173828
2085,0.008007049560546875
2086,0.008095264434814453
2087,0.008170366287231445
2088,0.007506132125854492
2089,0.008084774017333984
2090,0.008002281188964844
2091,0.007914543151855469
2092,0.007999420166015625
2093,0.008000850677490234
2094,0.007999897003173828
2095,0.007085084915161133
2096,0.008103132247924805
2097,0.007997274398803711
2098,0.008710145950317383
2099,0.008001327514648438
2100,0.008049964904785156
2101,0.007999897003173828
2102,0.009000062942504883
2103,0.008017301559448242
2104,0.009048700332641602
2105,0.007999181747436523
2106,0.008095741271972656
2107,0.00708460807800293
2108,0.007007598876953125
2109,0.007915973663330078
2110,0.007998943328857422
2111,0.008040904998779297
2112,0.00899958610534668
2113,0.007999420166015625
2114,0.007945537567138672
2115,0.00800323486328125
2116,0.0069980621337890625
2117,0.008607149124145508
2118,0.007992982864379883
2119,0.008201837539672852
2120,0.008092164993286133
2121,0.008993148803710938
2122,0.008097410202026367
2123,0.008086442947387695
2124,0.008002519607543945
2125,0.008996963500976562
2126,0.008094549179077148
2127,0.008702754974365234
2128,0.008998394012451172
2129,0.007998943328857422
2130,0.008006572723388672
2131,0.00890803337097168
2132,0.007908821105957031
2133,0.008002281188964844
2134,0.007908105850219727
2135,0.008096933364868164
2136,0.007998228073120117
2137,0.00759577751159668
2138,0.007996320724487305
2139,0.007912397384643555
2140,0.009085655212402344
2141,0.008998394012451172
2142,0.007991790771484375
2143,0.008916616439819336
2144,0.008000850677490234
2145,0.008005857467651367
2146,0.00868844985961914
2147,0.007906198501586914
